transaction_id,timestamp,store_id,product_id,quantity,unit_price,total_amount,payment_method
459083,7/10/2026 14:04,19,6115,16,154.24,2467.84,credit_card
809726,7/10/2026 14:04,16,1960,5,257.79,1288.95,credit_card
470141,7/10/2026 14:04,ff,9741,rc,199.98,199.98,credit_card
499408,7/10/2026 14:04,6,8767,14,241.89,3386.46,45
196554,7/10/2026 14:04,7,9967,39,95.51,3724.89,cash
893402,7/10/2026 14:04,17,5894,47,276.17,12979.99,online
281343,7/10/2026 14:04,15,3846,7,232.07,1624.49,debit_card
317631,7/10/2026 14:04,6,9958,12,19.38,232.56,debit_card
687286,7/10/2026 14:04,,,,,11829.72,cash
889046,7/10/2026 14:04,11,6051,1,48.73,48.73,credit_card
604539,7/10/2026 14:04,15,2762,35,28.18,986.3,cash
577935,7/10/2026 14:04,5,4437,48,48.71,2338.08,debit_card
307696,7/10/2026 14:04,10,8995,29,108.88,3157.52,debit_card
487260,7/10/2026 14:04,18,7368,29,152.78,4430.62,credit_card
668485,7/10/2026 14:04,6,8006,2,10.33,20.66,debit_card
