"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
621619,"2026-07-10 14:02:04",2,4885,27,262.13,7077.51,"credit_card"
371458,"2026-07-10 14:02:04",8,9046,6,26.77,160.62,"online"
671434,"2026-07-10 14:02:04",9,3595,7,147.63,1033.41,"cash"
617098,"2026-07-10 14:02:04",16,4185,2,111.98,223.96,"mobile_pay"
586855,"2026-07-10 14:02:04",1,4908,8,238.04,1904.32,"credit_card"
159910,"2026-07-10 14:02:04",8,6098,44,282.41,12426.04,"online"
975370,"2026-07-10 14:02:04",5,5038,6,10.46,62.76,"mobile_pay"
327719,"2026-07-10 14:02:04",7,7085,36,221.83,7985.88,"cash"
477843,"2026-07-10 14:02:04",15,6257,17,147.03,2499.51,"cash"
198302,"2026-07-10 14:02:04",4,9904,43,173.96,7480.28,"mobile_pay"
359077,"2026-07-10 14:02:04",18,4842,40,165.08,6603.2,"online"
963802,"2026-07-10 14:02:04",8,8404,11,21.58,237.38,"mobile_pay"
279728,"2026-07-10 14:02:04",3,9678,16,268.25,4292.0,"debit_card"
525495,"2026-07-10 14:02:04",6,2411,3,54.71,164.13,"mobile_pay"
872560,"2026-07-10 14:02:04",10,5848,40,133.16,5326.4,"cash"
