"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
148533,"2026-07-09 12:59:24",3,4488,39,94.55,3687.45,"credit_card"
966923,"2026-07-09 12:59:24",12,9236,1,36.67,36.67,"credit_card"
390860,"2026-07-09 12:59:24",3,9260,21,231.36,4858.56,"online"
263032,"2026-07-09 12:59:24",1,5435,33,136.77,4513.41,"cash"
695849,"2026-07-09 12:59:24",19,3473,14,249.9,3498.6,"credit_card"
243584,"2026-07-09 12:59:24",6,6786,32,262.23,8391.36,"mobile_pay"
740511,"2026-07-09 12:59:24",20,1180,16,210.2,3363.2,"cash"
437474,"2026-07-09 12:59:24",14,1642,19,59.03,1121.57,"cash"
163056,"2026-07-09 12:59:24",11,4675,6,269.66,1617.96,"cash"
690987,"2026-07-09 12:59:24",7,6287,14,173.11,2423.54,"online"
496849,"2026-07-09 12:59:24",14,6288,12,180.62,2167.44,"online"
731995,"2026-07-09 12:59:24",19,6406,25,279.41,6985.25,"debit_card"
283052,"2026-07-09 12:59:24",9,6226,16,151.7,2427.2,"mobile_pay"
808147,"2026-07-09 12:59:24",20,3917,19,186.06,3535.14,"cash"
656548,"2026-07-09 12:59:24",16,7055,33,71.35,2354.55,"debit_card"
