"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
521823,"2026-07-10 14:01:57",20,7780,19,93.2,1770.8,"debit_card"
468336,"2026-07-10 14:01:57",20,6122,27,144.06,3889.62,"credit_card"
908422,"2026-07-10 14:01:57",3,6274,14,50.5,707.0,"debit_card"
833831,"2026-07-10 14:01:57",7,3445,48,126.81,6086.88,"credit_card"
498325,"2026-07-10 14:01:57",8,7842,21,91.8,1927.8,"mobile_pay"
854800,"2026-07-10 14:01:57",5,2853,8,259.48,2075.84,"credit_card"
437159,"2026-07-10 14:01:57",14,7017,23,111.91,2573.93,"debit_card"
218236,"2026-07-10 14:01:57",6,2589,16,156.43,2502.88,"online"
739693,"2026-07-10 14:01:57",12,7063,30,33.64,1009.2,"credit_card"
411507,"2026-07-10 14:01:57",9,9213,7,295.01,2065.07,"debit_card"
990121,"2026-07-10 14:01:57",17,4318,23,198.31,4561.13,"credit_card"
353519,"2026-07-10 14:01:57",5,8517,41,84.14,3449.74,"online"
960343,"2026-07-10 14:01:57",1,2971,40,252.6,10104.0,"credit_card"
233573,"2026-07-10 14:01:57",10,4346,23,71.56,1645.88,"mobile_pay"
556320,"2026-07-10 14:01:57",15,7407,49,36.41,1784.09,"mobile_pay"
