"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
637543,"2026-07-10 14:00:15",4,3086,20,33.76,675.2,"credit_card"
160185,"2026-07-10 14:00:15",8,9371,22,52.57,1156.54,"cash"
888223,"2026-07-10 14:00:15",7,2814,30,43.77,1313.1,"credit_card"
540687,"2026-07-10 14:00:15",15,1325,17,116.32,1977.44,"cash"
592787,"2026-07-10 14:00:15",8,9385,19,145.37,2762.03,"mobile_pay"
939644,"2026-07-10 14:00:15",1,9000,12,62.79,753.48,"debit_card"
657376,"2026-07-10 14:00:15",7,3983,9,113.5,1021.5,"credit_card"
822990,"2026-07-10 14:00:15",19,9535,28,214.6,6008.8,"mobile_pay"
853599,"2026-07-10 14:00:15",19,8652,23,198.95,4575.85,"mobile_pay"
706406,"2026-07-10 14:00:15",5,7480,11,64.51,709.61,"online"
104928,"2026-07-10 14:00:15",13,7926,30,113.17,3395.1,"cash"
844814,"2026-07-10 14:00:15",8,3656,19,241.66,4591.54,"online"
809756,"2026-07-10 14:00:15",12,1094,3,208.2,624.6,"credit_card"
353898,"2026-07-10 14:00:15",13,6775,22,141.52,3113.44,"debit_card"
425827,"2026-07-10 14:00:15",10,8663,46,139.84,6432.64,"cash"
