"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
125849,"2026-07-10 14:05:10",1,4814,49,90.72,4445.28,"mobile_pay"
549238,"2026-07-10 14:05:10",3,6632,35,275.65,9647.75,"online"
957824,"2026-07-10 14:05:10",18,8622,19,106.69,2027.11,"mobile_pay"
469786,"2026-07-10 14:05:10",7,7376,17,36.17,614.89,"cash"
368150,"2026-07-10 14:05:10",1,5458,46,275.32,12664.72,"mobile_pay"
453781,"2026-07-10 14:05:10",14,8513,8,166.25,1330.0,"credit_card"
583611,"2026-07-10 14:05:10",7,9165,40,215.32,8612.8,"mobile_pay"
677972,"2026-07-10 14:05:10",8,7067,44,197.78,8702.32,"online"
801788,"2026-07-10 14:05:10",15,7594,29,282.91,8204.39,"cash"
923578,"2026-07-10 14:05:10",12,7462,27,72.92,1968.84,"cash"
779568,"2026-07-10 14:05:10",16,1460,28,266.37,7458.36,"credit_card"
203844,"2026-07-10 14:05:10",19,5822,29,230.44,6682.76,"mobile_pay"
995522,"2026-07-10 14:05:10",14,2505,4,279.32,1117.28,"credit_card"
609852,"2026-07-10 14:05:10",10,8226,50,79.84,3992.0,"online"
859052,"2026-07-10 14:05:10",14,8916,13,291.71,3792.23,"cash"
