"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
735651,"2026-07-10 14:04:01",8,8512,5,102.5,512.5,"online"
473852,"2026-07-10 14:04:01",3,1921,44,16.93,744.92,"mobile_pay"
368540,"2026-07-10 14:04:01",16,2194,45,198.69,8941.05,"credit_card"
797958,"2026-07-10 14:04:01",2,5707,16,226.32,3621.12,"mobile_pay"
251008,"2026-07-10 14:04:01",9,8883,41,268.46,11006.86,"credit_card"
576864,"2026-07-10 14:04:01",17,2568,26,111.54,2900.04,"online"
200974,"2026-07-10 14:04:01",19,6095,26,258.59,6723.34,"credit_card"
956799,"2026-07-10 14:04:01",11,8325,4,54.69,218.76,"debit_card"
141091,"2026-07-10 14:04:01",10,1467,2,223.48,446.96,"debit_card"
412443,"2026-07-10 14:04:01",11,7596,22,124.57,2740.54,"credit_card"
833282,"2026-07-10 14:04:01",16,9335,5,31.27,156.35,"online"
988055,"2026-07-10 14:04:01",13,1044,18,22.45,404.1,"mobile_pay"
266232,"2026-07-10 14:04:01",5,5750,30,106.23,3186.9,"online"
489343,"2026-07-10 14:04:01",20,7168,45,102.31,4603.95,"credit_card"
268175,"2026-07-10 14:04:01",17,4628,9,16.57,149.13,"debit_card"
