"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
353619,"2026-07-10 14:00:36",17,7677,34,282.22,9595.48,"mobile_pay"
391869,"2026-07-10 14:00:36",7,6908,34,159.66,5428.44,"online"
147600,"2026-07-10 14:00:36",9,2637,24,132.06,3169.44,"credit_card"
738340,"2026-07-10 14:00:36",9,5306,39,172.82,6739.98,"online"
981552,"2026-07-10 14:00:36",3,3589,8,72.42,579.36,"mobile_pay"
906899,"2026-07-10 14:00:36",15,3721,10,242.91,2429.1,"online"
131233,"2026-07-10 14:00:36",15,3483,44,41.38,1820.72,"credit_card"
718607,"2026-07-10 14:00:36",2,3333,46,78.31,3602.26,"cash"
281961,"2026-07-10 14:00:36",12,6945,43,254.11,10926.73,"debit_card"
124962,"2026-07-10 14:00:36",2,1587,28,7.64,213.92,"mobile_pay"
541500,"2026-07-10 14:00:36",8,3607,34,7.68,261.12,"online"
970243,"2026-07-10 14:00:36",14,2751,37,49.43,1828.91,"cash"
554235,"2026-07-10 14:00:36",2,1875,22,127.26,2799.72,"mobile_pay"
702890,"2026-07-10 14:00:36",10,9999,30,61.96,1858.8,"cash"
555241,"2026-07-10 14:00:36",3,9685,3,129.32,387.96,"mobile_pay"
