transaction_id,timestamp,store_id,product_id,quantity,unit_price,total_amount,payment_method
557342,2026-07-09 12:58,17,6823,49,257.45,12615.05,credit_card
765761,2026-07-09 12:58,19,5233,32,51.84,1658.88,online
316686,2026-07-09 12:58,17,6582,18,175.5,3159,debit_card
970189,2026-07-09 12:58,18,6936,18,146.94,2644.92,credit_card
583820,2026-07-09 12:58,13,2090,33,133.63,4409.79,debit_card
800004,2026-07-09 12:58,12,4579,22,282.28,6210.16,mobile_pay
131732,2026-07-09 12:58,14,4941,12,286.58,3438.96,mobile_pay
325538,2026-07-09 12:58,3,8763,50,59.12,2956,credit_card
684155,2026-07-09 12:58,17,3208,19,164.69,3129.11,mobile_pay
116759,2026-07-09 12:58,18,8840,12,197.59,2371.08,debit_card
400198,2026-07-09 12:58,20,6924,22,175.72,3865.84,online
470073,2026-07-09 12:58,19,5469,20,143.38,2867.6,mobile_pay
210728,2026-07-09 12:58,18,8592,33,12.51,412.83,online
764092,2026-07-09 12:58,3,4356,39,177.25,6912.75,mobile_pay
140336,2026-07-09 12:58,10,7205,47,84.1,3952.7,cash
