"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
546972,"2026-07-10 14:05:06",15,6661,25,48.11,1202.75,"mobile_pay"
943157,"2026-07-10 14:05:06",10,6267,33,98.16,3239.28,"cash"
176878,"2026-07-10 14:05:06",5,1515,49,146.53,7179.97,"credit_card"
332928,"2026-07-10 14:05:06",10,5230,14,286.66,4013.24,"credit_card"
252043,"2026-07-10 14:05:06",13,3021,21,49.88,1047.48,"online"
180712,"2026-07-10 14:05:06",16,6594,18,122.29,2201.22,"debit_card"
375940,"2026-07-10 14:05:06",8,8270,40,126.91,5076.4,"debit_card"
526924,"2026-07-10 14:05:06",12,3505,31,272.96,8461.76,"credit_card"
885824,"2026-07-10 14:05:06",18,2887,18,112.83,2030.94,"cash"
540980,"2026-07-10 14:05:06",14,4483,9,58.08,522.72,"online"
342390,"2026-07-10 14:05:06",3,6127,33,20.36,671.88,"mobile_pay"
122706,"2026-07-10 14:05:06",5,7715,37,170.63,6313.31,"debit_card"
789648,"2026-07-10 14:05:06",4,6327,26,155.1,4032.6,"mobile_pay"
419274,"2026-07-10 14:05:06",4,1036,26,10.21,265.46,"cash"
942546,"2026-07-10 14:05:06",4,5948,12,195.24,2342.88,"mobile_pay"
