"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
882119,"2026-07-10 14:00:17",16,2225,50,164.85,8242.5,"cash"
134161,"2026-07-10 14:00:17",20,4783,34,160.46,5455.64,"online"
854084,"2026-07-10 14:00:17",1,7788,33,161.69,5335.77,"debit_card"
130480,"2026-07-10 14:00:17",5,6389,45,220.9,9940.5,"credit_card"
946402,"2026-07-10 14:00:17",1,8560,7,112.26,785.82,"debit_card"
577589,"2026-07-10 14:00:17",19,6485,47,271.44,12757.68,"debit_card"
994603,"2026-07-10 14:00:17",5,8724,37,247.35,9151.95,"credit_card"
156737,"2026-07-10 14:00:17",4,4836,22,151.78,3339.16,"mobile_pay"
926886,"2026-07-10 14:00:17",4,2379,28,90.4,2531.2,"debit_card"
506069,"2026-07-10 14:00:17",18,4854,25,186.48,4662.0,"online"
236555,"2026-07-10 14:00:17",12,1510,44,100.96,4442.24,"credit_card"
426195,"2026-07-10 14:00:17",14,2275,40,107.7,4308.0,"mobile_pay"
727023,"2026-07-10 14:00:17",6,6609,28,270.57,7575.96,"debit_card"
371159,"2026-07-10 14:00:17",20,8183,49,97.43,4774.07,"mobile_pay"
724105,"2026-07-10 14:00:17",1,5540,41,232.3,9524.3,"mobile_pay"
