"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
314037,"2026-07-10 14:00:21",9,8167,11,155.9,1714.9,"debit_card"
459736,"2026-07-10 14:00:21",7,8373,18,216.09,3889.62,"online"
968421,"2026-07-10 14:00:21",5,9518,46,120.87,5560.02,"debit_card"
400826,"2026-07-10 14:00:21",17,3055,9,33.67,303.03,"credit_card"
335477,"2026-07-10 14:00:21",4,1317,7,132.3,926.1,"online"
593215,"2026-07-10 14:00:21",12,8272,17,97.02,1649.34,"mobile_pay"
333444,"2026-07-10 14:00:21",9,5720,45,282.3,12703.5,"mobile_pay"
152963,"2026-07-10 14:00:21",18,9235,25,90.03,2250.75,"mobile_pay"
387119,"2026-07-10 14:00:21",16,7333,22,102.81,2261.82,"debit_card"
840170,"2026-07-10 14:00:21",13,9854,48,186.53,8953.44,"debit_card"
465842,"2026-07-10 14:00:21",14,3775,43,295.02,12685.86,"online"
632750,"2026-07-10 14:00:21",18,4102,7,75.44,528.08,"debit_card"
671547,"2026-07-10 14:00:21",10,7269,6,169.42,1016.52,"mobile_pay"
446313,"2026-07-10 14:00:21",10,5651,25,38.31,957.75,"cash"
462894,"2026-07-10 14:00:21",7,6338,30,232.93,6987.9,"credit_card"
