"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
730834,"2026-07-10 14:01:08",2,7492,18,219.83,3956.94,"debit_card"
184020,"2026-07-10 14:01:08",8,3055,29,282.05,8179.45,"mobile_pay"
518354,"2026-07-10 14:01:08",3,2948,19,21.11,401.09,"mobile_pay"
725561,"2026-07-10 14:01:08",12,7245,28,231.88,6492.64,"debit_card"
589968,"2026-07-10 14:01:08",7,9922,42,132.59,5568.78,"online"
216820,"2026-07-10 14:01:08",20,5369,49,115.05,5637.45,"online"
790801,"2026-07-10 14:01:08",2,8169,22,17.17,377.74,"debit_card"
758785,"2026-07-10 14:01:08",17,5464,9,202.45,1822.05,"mobile_pay"
175691,"2026-07-10 14:01:08",19,7047,19,107.78,2047.82,"mobile_pay"
949269,"2026-07-10 14:01:08",16,4667,13,130.36,1694.68,"credit_card"
773212,"2026-07-10 14:01:08",3,5508,33,261.37,8625.21,"cash"
567482,"2026-07-10 14:01:08",17,1553,2,232.24,464.48,"mobile_pay"
823366,"2026-07-10 14:01:08",4,1265,45,28.44,1279.8,"credit_card"
667328,"2026-07-10 14:01:08",7,7351,43,277.64,11938.52,"credit_card"
924191,"2026-07-10 14:01:08",13,6856,10,212.22,2122.2,"cash"
