"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
925980,"2026-07-10 14:00:41",15,3378,40,274.85,10994.0,"debit_card"
519757,"2026-07-10 14:00:41",8,6937,23,145.69,3350.87,"mobile_pay"
455196,"2026-07-10 14:00:41",1,9499,44,147.83,6504.52,"credit_card"
858215,"2026-07-10 14:00:41",4,5570,43,254.12,10927.16,"online"
595505,"2026-07-10 14:00:41",14,2359,21,130.27,2735.67,"debit_card"
598526,"2026-07-10 14:00:41",16,6357,16,280.33,4485.28,"debit_card"
928586,"2026-07-10 14:00:41",17,3057,3,83.65,250.95,"mobile_pay"
793711,"2026-07-10 14:00:41",18,4954,17,208.63,3546.71,"online"
555284,"2026-07-10 14:00:41",4,4344,44,160.65,7068.6,"credit_card"
204394,"2026-07-10 14:00:41",14,6761,17,204.52,3476.84,"online"
689761,"2026-07-10 14:00:41",5,1361,1,166.41,166.41,"debit_card"
870767,"2026-07-10 14:00:41",12,8617,15,28.11,421.65,"mobile_pay"
894714,"2026-07-10 14:00:41",17,1611,1,287.12,287.12,"mobile_pay"
401590,"2026-07-10 14:00:41",15,5439,33,233.48,7704.84,"online"
736745,"2026-07-10 14:00:41",15,5940,22,57.53,1265.66,"online"
