"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
865842,"2026-07-09 12:59:22",1,8298,5,59.95,299.75,"mobile_pay"
613180,"2026-07-09 12:59:22",16,2960,22,138.73,3052.06,"debit_card"
584302,"2026-07-09 12:59:22",10,4357,40,147.17,5886.8,"credit_card"
577433,"2026-07-09 12:59:22",20,5795,41,32.78,1343.98,"debit_card"
742802,"2026-07-09 12:59:22",7,7513,31,103.83,3218.73,"online"
943050,"2026-07-09 12:59:22",13,7114,36,113.66,4091.76,"credit_card"
305943,"2026-07-09 12:59:22",15,3384,33,204.92,6762.36,"debit_card"
939633,"2026-07-09 12:59:22",11,2036,49,283.65,13898.85,"debit_card"
638386,"2026-07-09 12:59:22",20,8104,17,285.09,4846.53,"debit_card"
796748,"2026-07-09 12:59:22",3,7508,14,104.57,1463.98,"cash"
223897,"2026-07-09 12:59:22",20,8749,1,130.05,130.05,"mobile_pay"
257765,"2026-07-09 12:59:22",14,1110,35,190.3,6660.5,"mobile_pay"
793412,"2026-07-09 12:59:22",12,3017,38,86.08,3271.04,"online"
193896,"2026-07-09 12:59:22",14,6781,30,53.6,1608.0,"credit_card"
482151,"2026-07-09 12:59:22",12,4254,4,26.56,106.24,"cash"
