"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
916242,"2026-07-10 14:01:24",14,1395,28,199.08,5574.24,"credit_card"
824795,"2026-07-10 14:01:24",8,6404,22,284.59,6260.98,"mobile_pay"
952436,"2026-07-10 14:01:24",8,2438,49,30.43,1491.07,"online"
116125,"2026-07-10 14:01:24",1,2877,33,226.73,7482.09,"mobile_pay"
681751,"2026-07-10 14:01:24",7,6772,43,14.49,623.07,"credit_card"
850199,"2026-07-10 14:01:24",18,5439,13,129.76,1686.88,"debit_card"
214560,"2026-07-10 14:01:24",5,6846,19,6.88,130.72,"credit_card"
219869,"2026-07-10 14:01:24",13,5677,26,201.09,5228.34,"credit_card"
664094,"2026-07-10 14:01:24",3,9709,19,222.56,4228.64,"debit_card"
421586,"2026-07-10 14:01:24",8,9561,33,149.52,4934.16,"debit_card"
986768,"2026-07-10 14:01:24",2,9108,50,244.42,12221.0,"online"
335283,"2026-07-10 14:01:24",4,5668,18,131.6,2368.8,"cash"
697777,"2026-07-10 14:01:24",1,9301,19,39.15,743.85,"online"
998796,"2026-07-10 14:01:24",6,7689,11,224.0,2464.0,"credit_card"
348103,"2026-07-10 14:01:24",9,5645,47,15.86,745.42,"debit_card"
