"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
510832,"2026-07-10 14:04:07",3,9645,37,61.07,2259.59,"credit_card"
661480,"2026-07-10 14:04:07",10,8684,2,22.93,45.86,"mobile_pay"
984271,"2026-07-10 14:04:07",9,9519,27,29.7,801.9,"credit_card"
662215,"2026-07-10 14:04:07",11,3647,34,43.34,1473.56,"debit_card"
406463,"2026-07-10 14:04:07",1,5499,13,256.85,3339.05,"cash"
910976,"2026-07-10 14:04:07",12,5354,35,120.18,4206.3,"online"
644603,"2026-07-10 14:04:07",20,3833,37,28.47,1053.39,"debit_card"
890541,"2026-07-10 14:04:07",14,4070,26,164.27,4271.02,"mobile_pay"
692534,"2026-07-10 14:04:07",4,4797,36,138.86,4998.96,"cash"
731263,"2026-07-10 14:04:07",16,5644,31,113.53,3519.43,"debit_card"
335385,"2026-07-10 14:04:07",7,4568,43,39.7,1707.1,"debit_card"
391742,"2026-07-10 14:04:07",17,4140,34,100.99,3433.66,"cash"
257769,"2026-07-10 14:04:07",1,5475,15,237.87,3568.05,"mobile_pay"
623095,"2026-07-10 14:04:07",5,5225,49,196.05,9606.45,"mobile_pay"
777820,"2026-07-10 14:04:07",13,1389,5,286.74,1433.7,"debit_card"
