"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
380118,"2026-07-10 14:01:48",17,3639,15,297.28,4459.2,"credit_card"
251311,"2026-07-10 14:01:48",3,4523,26,188.27,4895.02,"mobile_pay"
376325,"2026-07-10 14:01:48",3,6657,9,274.4,2469.6,"online"
454610,"2026-07-10 14:01:48",3,3848,48,261.52,12552.96,"credit_card"
698190,"2026-07-10 14:01:48",19,8762,20,288.87,5777.4,"credit_card"
574157,"2026-07-10 14:01:48",12,1717,19,147.28,2798.32,"debit_card"
242155,"2026-07-10 14:01:48",8,4842,13,139.05,1807.65,"debit_card"
949836,"2026-07-10 14:01:48",11,5997,9,49.97,449.73,"online"
189331,"2026-07-10 14:01:48",8,3525,6,8.33,49.98,"credit_card"
641492,"2026-07-10 14:01:48",19,5684,20,216.21,4324.2,"online"
465599,"2026-07-10 14:01:48",9,4367,24,260.89,6261.36,"debit_card"
196926,"2026-07-10 14:01:48",2,7654,39,39.34,1534.26,"cash"
286709,"2026-07-10 14:01:48",9,1865,10,30.93,309.3,"debit_card"
222304,"2026-07-10 14:01:48",6,9137,15,27.76,416.4,"online"
888122,"2026-07-10 14:01:48",17,9943,31,106.23,3293.13,"cash"
