transaction_id,timestamp,store_id,product_id,quantity,unit_price,total_amount,payment_method
770374,7/9/2026 12:59,19,6498,11,174.89,1923.79,credit_card
658966,7/9/2026 12:59,11,8573,49,294.42,14426.58,mobile_pay
773607,7/9/2026 12:59,18,1481,45,250.84,11287.8,mobile_pay
474309,7/9/2026 12:59,10,7344,13,128.27,1667.51,mobile_pay
871223,7/9/2026 12:59,9,2458,11,261.22,2873.42,online
341256,7/9/2026 12:59,16,9811,4,255.04,1020.16,mobile_pay
,,,,,,,
264640,7/9/2026 12:59,18,4053,21,83.27,1748.67,credit_card
455420,7/9/2026 12:59,1,9650,34,148.83,5060.22,debit_card
803301,7/9/2026 12:59,11,1860,14,182.84,2559.76,cash
484717,7/9/2026 12:59,19,5239,22,60.73,1336.06,online
545797,7/9/2026 12:59,14,3678,49,272.62,13358.38,debit_card
934647,7/9/2026 12:59,7,4100,35,136.83,4789.05,debit_card
676943,7/9/2026 12:59,14,8941,9,78.85,709.65,mobile_pay
989700,7/9/2026 12:59,20,9052,6,28.95,173.7,credit_card
