transaction_id,timestamp,store_id,product_id,quantity,unit_price,total_amount,payment_method
500968,2026-07-09 12:58,13,3422,17,249.52,4241.84,credit_card
138932,2026-07-09 12:58,14,6630,39,124.16,4842.24,cash
539756,2026-07-09 12:58,13,5811,50,108.03,5401.5,credit_card
981471,2026-07-09 12:58,6,1106,15,81.98,1229.7,credit_card
972365,2026-07-09 12:58,4,4208,17,228.77,3889.09,debit_card
119557,2026-07-09 12:58,7,6424,14,246.11,3445.54,debit_card
810829,2026-07-09 12:58,4,6079,22,142.44,3133.68,cash
912743,2026-07-09 12:58,3,4386,16,287.66,4602.56,cash
480821,2026-07-09 12:58,12,3328,21,248.88,5226.48,debit_card
709850,2026-07-09 12:58,12,2457,2,271.24,542.48,credit_card
540454,2026-07-09 12:58,16,5706,12,227.56,2730.72,cash
958586,2026-07-09 12:58,4,1161,24,36.66,879.84,credit_card
858712,2026-07-09 12:58,8,2866,18,189.41,3409.38,mobile_pay
968211,2026-07-09 12:58,10,3930,43,71.53,3075.79,mobile_pay
456087,2026-07-09 12:58,7,5210,36,6.13,220.68,cash
