"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
941319,"2026-07-10 14:04:48",1,8174,5,204.65,1023.25,"credit_card"
956361,"2026-07-10 14:04:48",15,6573,10,299.24,2992.4,"mobile_pay"
148240,"2026-07-10 14:04:48",7,3951,18,167.46,3014.28,"cash"
556988,"2026-07-10 14:04:48",11,6247,23,55.08,1266.84,"debit_card"
484050,"2026-07-10 14:04:48",8,7061,30,244.42,7332.6,"mobile_pay"
152169,"2026-07-10 14:04:48",13,5910,43,95.4,4102.2,"debit_card"
442752,"2026-07-10 14:04:48",5,1378,44,156.76,6897.44,"mobile_pay"
260109,"2026-07-10 14:04:48",16,3927,39,97.22,3791.58,"credit_card"
507310,"2026-07-10 14:04:48",8,3699,18,287.97,5183.46,"credit_card"
384311,"2026-07-10 14:04:48",5,8867,14,199.33,2790.62,"debit_card"
819801,"2026-07-10 14:04:48",17,5777,42,144.07,6050.94,"credit_card"
476219,"2026-07-10 14:04:48",16,4143,27,150.87,4073.49,"mobile_pay"
410490,"2026-07-10 14:04:48",6,5997,13,254.62,3310.06,"cash"
523101,"2026-07-10 14:04:48",15,4664,8,66.23,529.84,"debit_card"
601913,"2026-07-10 14:04:48",10,7944,14,249.29,3490.06,"cash"
