transaction_id,timestamp,store_id,product_id,quantity,unit_price,total_amount,payment_method
738720,2026-07-09 12:59,3,3894,42,225.27,9461.34,mobile_pay
514147,2026-07-09 12:59,12,6751,18,49.67,894.06,mobile_pay
731462,2026-07-09 12:59,6,6741,5,224.93,1124.65,online
296522,2026-07-09 12:59,17,3649,39,282.55,11019.45,mobile_pay
567619,2026-07-09 12:59,4,3232,42,64.9,2725.8,credit_card
124414,2026-07-09 12:59,4,9106,36,42.89,1544.04,mobile_pay
483823,2026-07-09 12:59,9,6769,29,106.31,3082.99,cash
451603,2026-07-09 12:59,10,6567,8,203.29,1626.32,cash
858941,2026-07-09 12:59,15,3542,3,46.71,140.13,debit_card
138384,2026-07-09 12:59,15,8232,11,149.34,1642.74,credit_card
451640,2026-07-09 12:59,8,2621,38,140.44,5336.72,debit_card
316390,2026-07-09 12:59,15,8263,37,296.65,10976.05,cash
654952,2026-07-09 12:59,8,2765,26,108.08,2810.08,mobile_pay
108460,2026-07-09 12:59,20,1936,9,208.22,1873.98,mobile_pay
206159,2026-07-09 12:59,18,1212,11,34,374,mobile_pay
