"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
999443,"2026-07-10 14:00:11",1,3028,29,97.19,2818.51,"online"
669422,"2026-07-10 14:00:11",3,5347,36,114.32,4115.52,"online"
175076,"2026-07-10 14:00:11",9,6417,11,153.36,1686.96,"mobile_pay"
451315,"2026-07-10 14:00:11",4,6158,44,50.5,2222.0,"online"
723073,"2026-07-10 14:00:11",1,3759,33,116.73,3852.09,"mobile_pay"
803539,"2026-07-10 14:00:11",19,9324,35,200.63,7022.05,"online"
610353,"2026-07-10 14:00:11",5,8596,50,152.66,7633.0,"credit_card"
329930,"2026-07-10 14:00:11",14,8049,11,43.62,479.82,"cash"
896590,"2026-07-10 14:00:11",7,5028,26,162.54,4226.04,"debit_card"
315698,"2026-07-10 14:00:11",10,4049,23,103.91,2389.93,"credit_card"
760087,"2026-07-10 14:00:11",17,4138,32,199.76,6392.32,"online"
811966,"2026-07-10 14:00:11",3,9747,13,267.79,3481.27,"online"
870316,"2026-07-10 14:00:11",8,5689,42,98.71,4145.82,"online"
322737,"2026-07-10 14:00:11",7,8229,35,122.48,4286.8,"cash"
265800,"2026-07-10 14:00:11",8,4783,5,130.36,651.8,"online"
