transaction_id,timestamp,store_id,product_id,quantity,unit_price,total_amount,payment_method
253416,6/18/2026 12:57,15,3359,30,86.19,2585.7,debit_card
385232,6/18/2026 12:57,17,9115,38,272.03,10337.14,debit_card
747504,6/18/2026 12:57,11,1570,19,118.98,2260.62,cash
637333,6/18/2026 12:57,11,4026,15,236.8,3552,mobile_pay
129548,6/18/2026 12:57,10,1743,21,142.65,2995.65,credit_card
238158,6/18/2026 12:57,12,9306,44,238.46,10492.24,credit_card
503260,6/18/2026 12:57,7,6637,13,259.68,3375.84,online
638514,6/18/2026 12:57,2,2024,25,117.95,2948.75,credit_card
313465,6/18/2026 12:57,16,2978,43,122.69,5275.67,cash
265687,6/18/2026 12:57,6,8633,27,42.47,1146.69,cash
498686,6/18/2026 12:57,18,4700,16,156.85,2509.6,mobile_pay
467532,6/18/2026 12:57,19,9656,28,50.73,1420.44,credit_card
610940,6/18/2026 12:57,5,9545,31,209.82,6504.42,mobile_pay
761625,6/18/2026 12:57,7,1121,27,56.82,1534.14,mobile_pay
996957,6/18/2026 12:57,19,2624,28,5,140,debit_card
253416,6/18/2026 12:57,15,3359,30,86.19,2585.7,debit_card
385232,6/18/2026 12:57,17,9115,38,272.03,10337.14,debit_card
747504,6/18/2026 12:57,11,1570,19,118.98,2260.62,cash
637333,6/18/2026 12:57,11,4026,15,236.8,3552,mobile_pay
129548,6/18/2026 12:57,10,1743,21,142.65,2995.65,credit_card
238158,6/18/2026 12:57,12,9306,44,238.46,10492.24,credit_card
