"transaction_id","timestamp","store_id","product_id","quantity","unit_price","total_amount","payment_method"
484899,"2026-07-10 14:00:19",1,6697,26,22.71,590.46,"credit_card"
918307,"2026-07-10 14:00:19",4,1071,10,43.05,430.5,"mobile_pay"
431043,"2026-07-10 14:00:19",15,6055,2,93.12,186.24,"online"
126475,"2026-07-10 14:00:19",13,2006,42,22.8,957.6,"cash"
717502,"2026-07-10 14:00:19",14,8519,50,37.6,1880.0,"mobile_pay"
395059,"2026-07-10 14:00:19",16,3114,22,63.56,1398.32,"cash"
346765,"2026-07-10 14:00:19",3,3560,22,207.12,4556.64,"debit_card"
721115,"2026-07-10 14:00:19",14,7567,50,209.15,10457.5,"mobile_pay"
589533,"2026-07-10 14:00:19",14,9815,32,194.89,6236.48,"mobile_pay"
448258,"2026-07-10 14:00:19",10,7796,29,132.81,3851.49,"cash"
411582,"2026-07-10 14:00:19",2,8039,2,113.88,227.76,"cash"
161204,"2026-07-10 14:00:19",2,2120,25,265.48,6637.0,"online"
162261,"2026-07-10 14:00:19",12,6323,14,168.47,2358.58,"debit_card"
786071,"2026-07-10 14:00:19",7,2327,17,173.24,2945.08,"online"
245359,"2026-07-10 14:00:19",1,3625,43,279.78,12030.54,"debit_card"
